PRFG-NUMMER;TITEL;TERMIN;BEGINN_ZEIT;ENDE_ZEIT;ORT_CODE_01;ORT_VON_01;ORT_BIS_01;ORT_EREIG_01;ORT_CODE_02;ORT_VON_02;ORT_BIS_02;ORT_EREIG_02;ORT_CODE_03;ORT_VON_03;ORT_BIS_03;ORT_EREIG_03;ORT_CODE_04;ORT_VON_04;ORT_BIS_04;ORT_EREIG_04;ORT_CODE_05;ORT_VON_05;ORT_BIS_05;ORT_EREIG_05;ORT_CODE_06;ORT_VON_06;ORT_BIS_06;ORT_EREIG_06;ORT_CODE_07;ORT_VON_07;ORT_BIS_07;ORT_EREIG_07;ORT_CODE_08;ORT_VON_08;ORT_BIS_08;ORT_EREIG_08;ORT_CODE_09;ORT_VON_09;ORT_BIS_09;ORT_EREIG_09;ORT_CODE_10;ORT_VON_10;ORT_BIS_10;ORT_EREIG_10;ORT_CODE_11;ORT_VON_11;ORT_BIS_11;ORT_EREIG_11;ORT_CODE_12;ORT_VON_12;ORT_BIS_12;ORT_EREIG_12;ORT_CODE_13;ORT_VON_13;ORT_BIS_13;ORT_EREIG_13;ORT_CODE_14;ORT_VON_14;ORT_BIS_14;ORT_EREIG_14;ORT_CODE_15;ORT_VON_15;ORT_BIS_15;ORT_EREIG_15;ORT_CODE_16;ORT_VON_16;ORT_BIS_16;ORT_EREIG_16;ORT_CODE_17;ORT_VON_17;ORT_BIS_17;ORT_EREIG_17;ORT_CODE_18;ORT_VON_18;ORT_BIS_18;ORT_EREIG_18;ORT_CODE_19;ORT_VON_19;ORT_BIS_19;ORT_EREIG_19;ORT_CODE_20;ORT_VON_20;ORT_BIS_20;ORT_EREIG_20;ORT_CODE_21;ORT_VON_21;ORT_BIS_21;ORT_EREIG_21;ORT_CODE_22;ORT_VON_22;ORT_BIS_22;ORT_EREIG_22;ORT_CODE_23;ORT_VON_23;ORT_BIS_23;ORT_EREIG_23;ORT_CODE_24;ORT_VON_24;ORT_BIS_24;ORT_EREIG_24;ORT_CODE_25;ORT_VON_25;ORT_BIS_25;ORT_EREIG_25;ORT_CODE_26;ORT_VON_26;ORT_BIS_26;ORT_EREIG_26;ORT_CODE_27;ORT_VON_27;ORT_BIS_27;ORT_EREIG_27;ORT_CODE_28;ORT_VON_28;ORT_BIS_28;ORT_EREIG_28;ORT_CODE_29;ORT_VON_29;ORT_BIS_29;ORT_EREIG_29;ORT_CODE_30;ORT_VON_30;ORT_BIS_30;ORT_EREIG_30
EI7412;Coded Modulation;7/22/2016;13:30;15:00;0506.EG.601;13:00;13:30;Aufbau u. Vorbereitung;0506.EG.601;13:30;15:00;Prüfungstermin;0506.EG.601;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ5088;Verpackungstechnik Maschinelle Prozesse;7/22/2016;10:30;12:30;4214.EG.020 ;10:00;10:30;Aufbau u. Vorbereitung;4214.EG.020 ;10:30;12:30;Prüfungstermin;4214.EG.020 ;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG800008;Motorische Leistungsfähigkeit;7/22/2016;8:00;9:30;0101.01.190;7:30;8:00;Aufbau u. Vorbereitung;0101.01.190;8:00;9:30;Prüfungstermin;0101.01.190;9:30;10:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WI000231;Asset Management;7/22/2016;16:00;18:00;0101.01.190;15:30;16:00;Aufbau u. Vorbereitung;0101.01.190;16:00;18:00;Prüfungstermin;0101.01.190;18:00;18:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PH9004;Experimentalphysik für CIW;7/22/2016;15:30;17:00;5101.EG.501;15:00;15:30;Aufbau u. Vorbereitung;5101.EG.501;15:30;17:00;Prüfungstermin;5101.EG.501;17:00;17:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW1906;Technologie und Anwendungen aktueller und zukünftiger Kernreaktoren;7/22/2016;11:00;12:30;5502.EG.250;10:30;11:00;Aufbau u. Vorbereitung;5502.EG.250;11:00;12:30;Prüfungstermin;5502.EG.250;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG850001;Allgemeine Differentielle Sportpsychologie;7/22/2016;10:30;12:30;2941.EG.020R;10:00;10:30;Aufbau u. Vorbereitung;2941.EG.020R;10:30;12:30;Prüfungstermin;2941.EG.020R;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI2982;Grundlagen der Informationstechnik;7/22/2016;16:00;17:30;0101.01.080;15:30;16:00;Aufbau u. Vorbereitung;0101.01.080;16:00;17:30;Prüfungstermin;0101.01.080;17:30;18:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG110040;Psychologische und pädagogische Basiskompetenz;7/22/2016;10:30;12:30;2941.EG.022L;10:00;10:30;Aufbau u. Vorbereitung;2941.EG.022L;10:30;12:30;Prüfungstermin;2941.EG.022L;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG120021;Psychologische und pädagogische Basiskompetenz;7/22/2016;10:30;12:30;0503.02.300;10:00;10:30;Aufbau u. Vorbereitung;0503.02.300;10:30;12:30;Prüfungstermin;0503.02.300;12:30;13:00;Nachbereitung;0507.03.750;10:00;10:30;Aufbau u. Vorbereitung;0507.03.750;10:30;12:30;Prüfungstermin;0507.03.750;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WI000258;Empirische Wirtschaftsforschung;7/22/2016;13:30;15:30;0503.02.300;13:00;13:30;Aufbau u. Vorbereitung;0503.02.300;13:30;15:30;Prüfungstermin;0503.02.300;15:30;16:00;Nachbereitung;0507.03.750;13:00;13:30;Aufbau u. Vorbereitung;0507.03.750;13:30;15:30;Prüfungstermin;0507.03.750;15:30;16:00;Nachbereitung;0101.01.179;13:00;13:30;Aufbau u. Vorbereitung;0101.01.179;13:30;15:30;Prüfungstermin;0101.01.179;15:30;16:00;Nachbereitung;0101.01.189;13:00;13:30;Aufbau u. Vorbereitung;0101.01.189;13:30;15:30;Prüfungstermin;0101.01.189;15:30;16:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG110430;Sportpädagogische-/ didaktische Kompetenzen;7/22/2016;13:30;14:30;2941.EG.020R;13:00;13:30;Aufbau u. Vorbereitung;2941.EG.020R;13:30;14:30;Prüfungstermin;2941.EG.020R;14:30;15:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IN2080;Modellierung verteilter Systeme;7/22/2016;16:00;18:00;5620.01.101;15:30;16:00;Aufbau u. Vorbereitung;5620.01.101;16:00;18:00;Prüfungstermin;5620.01.101;18:00;18:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ0094;Mathematik 2: Einführung in die Statistik;7/22/2016;15:30;17:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA9614;Statistik;7/22/2016;15:30;17:30;4214.EG.020 ;15:00;15:30;Aufbau u. Vorbereitung;4214.EG.020 ;15:30;17:30;Prüfungstermin;4214.EG.020 ;17:30;18:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ2161;Grundkurs Botanik (Anatomie, Histologie und Diversität);7/22/2016;11:00;12:30;4214.EG.010;10:30;11:00;Aufbau u. Vorbereitung;4214.EG.010;11:00;12:30;Prüfungstermin;4214.EG.010;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA5120;Algebra 2;7/22/2016;8:00;9:30;5620.01.102;7:30;8:00;Aufbau u. Vorbereitung;5620.01.102;8:00;9:30;Prüfungstermin;5620.01.102;9:30;10:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA9605;Einführung in die Statistik;7/22/2016;15:30;16:30;4214.EG.010;15:00;15:30;Aufbau u. Vorbereitung;4214.EG.010;15:30;16:30;Prüfungstermin;4214.EG.010;16:30;17:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PH0005;Theoretische Physik 1 (Mechanik);7/22/2016;13:30;15:00;5510.EG.001;13:00;13:30;Aufbau u. Vorbereitung;5510.EG.001;13:30;15:00;Prüfungstermin;5510.EG.001;15:00;15:30;Nachbereitung;5510.02.001;13:00;13:30;Aufbau u. Vorbereitung;5510.02.001;13:30;15:00;Prüfungstermin;5510.02.001;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW2076;Auslegung von Elektrofahrzeugen;7/22/2016;11:00;12:30;5620.01.102;10:30;11:00;Aufbau u. Vorbereitung;5620.01.102;11:00;12:30;Prüfungstermin;5620.01.102;12:30;13:00;Nachbereitung;5510.EG.001;10:30;11:00;Aufbau u. Vorbereitung;5510.EG.001;11:00;12:30;Prüfungstermin;5510.EG.001;12:30;13:00;Nachbereitung;5504.01.450;10:30;11:00;Aufbau u. Vorbereitung;5504.01.450;11:00;12:30;Prüfungstermin;5504.01.450;12:30;13:00;Nachbereitung;5505.01.550;10:30;11:00;Aufbau u. Vorbereitung;5505.01.550;11:00;12:30;Prüfungstermin;5505.01.550;12:30;13:00;Nachbereitung;5101.EG.501;10:30;11:00;Aufbau u. Vorbereitung;5101.EG.501;11:00;12:30;Prüfungstermin;5101.EG.501;12:30;13:00;Nachbereitung;5620.01.101;10:30;11:00;Aufbau u. Vorbereitung;5620.01.101;11:00;12:30;Prüfungstermin;5620.01.101;12:30;13:00;Nachbereitung;5503.EG.350;10:30;11:00;Aufbau u. Vorbereitung;5503.EG.350;11:00;12:30;Prüfungstermin;5503.EG.350;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW2117;Virtuelle Prozessgestaltung für Umformtechnik und Gießereiwesen;7/22/2016;8:00;9:30;5502.EG.250;7:30;8:00;Aufbau u. Vorbereitung;5502.EG.250;8:00;9:30;Prüfungstermin;5502.EG.250;9:30;10:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW0833;Flugsystemdynamik II;7/22/2016;13:30;15:00;5620.01.102;13:00;13:30;Aufbau u. Vorbereitung;5620.01.102;13:30;15:00;Prüfungstermin;5620.01.102;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW0595;Turbulente Strömungen;7/22/2016;15:30;17:00;5504.01.450;15:00;15:30;Aufbau u. Vorbereitung;5504.01.450;15:30;17:00;Prüfungstermin;5504.01.450;17:00;17:30;Nachbereitung;5505.01.550;15:00;15:30;Aufbau u. Vorbereitung;5505.01.550;15:30;17:00;Prüfungstermin;5505.01.550;17:00;17:30;Nachbereitung;5503.01.350;15:00;15:30;Aufbau u. Vorbereitung;5503.01.350;15:30;17:00;Prüfungstermin;5503.01.350;17:00;17:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ5078;Lebensmittelchemie 2;7/22/2016;8:00;9:30;4214.EG.030;7:30;8:00;Aufbau u. Vorbereitung;4214.EG.030;8:00;9:30;Prüfungstermin;4214.EG.030;9:30;10:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ5077;Lebensmittelchemie 1;7/22/2016;11:00;12:30;4214.EG.030;10:30;11:00;Aufbau u. Vorbereitung;4214.EG.030;11:00;12:30;Prüfungstermin;4214.EG.030;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ2701;Statistik und Informatik;7/22/2016;15:30;17:30;194;15:00;15:30;Aufbau u. Vorbereitung;194;15:30;17:30;Prüfungstermin;194;17:30;18:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IN2138;Bewegungsplanung in der Robotik;7/22/2016;8:00;9:15;5620.01.101;7:30;8:00;Aufbau u. Vorbereitung;5620.01.101;8:00;9:15;Prüfungstermin;5620.01.101;9:15;9:45;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IN0039;Praktikum Game Engine Design;7/22/2016;8:00;9:30;5508.01.801;7:30;8:00;Aufbau u. Vorbereitung;5508.01.801;8:00;9:30;Prüfungstermin;5508.01.801;9:30;10:00;Nachbereitung;5510.02.001;7:30;8:00;Aufbau u. Vorbereitung;5510.02.001;8:00;9:30;Prüfungstermin;5510.02.001;9:30;10:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP200005;Lehren und Lernen II - Klausur - Neue LPO / Gym, RS, GS, HS, BNB;7/23/2016;10:30;11:30;0509.EG.980;10:00;10:30;Aufbau u. Vorbereitung;0509.EG.980;10:30;11:30;Prüfungstermin;0509.EG.980;11:30;12:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP3000062;Lehren und Lernen II (MBB) - Klausur (SLN);7/23/2016;10:30;11:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG502170;Angewandte Gesundheitsforschung I + II;7/25/2016;13:30;14:30;0101.01.179;13:00;13:30;Aufbau u. Vorbereitung;0101.01.179;13:30;14:30;Prüfungstermin;0101.01.179;14:30;15:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW1817;Biomechanik - Grundlagen und Modellbildung;7/25/2016;10:30;12:00;5508.01.801;10:00;10:30;Aufbau u. Vorbereitung;5508.01.801;10:30;12:00;Prüfungstermin;5508.01.801;12:00;12:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW0868;Moderne Methoden in der Regelungstechnik 3;7/25/2016;13:30;15:00;5508.01.801;13:00;13:30;Aufbau u. Vorbereitung;5508.01.801;13:30;15:00;Prüfungstermin;5508.01.801;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI0306;Elektrische Energietechnik;7/25/2016;11:00;12:30;0502.01.200;10:30;11:00;Aufbau u. Vorbereitung;0502.01.200;11:00;12:30;Prüfungstermin;0502.01.200;12:30;13:00;Nachbereitung;0509.EG.980;10:30;11:00;Aufbau u. Vorbereitung;0509.EG.980;11:00;12:30;Prüfungstermin;0509.EG.980;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP502160;Krankheitslehre IV;7/25/2016;10:30;12:30;0101.01.179;10:00;10:30;Aufbau u. Vorbereitung;0101.01.179;10:30;12:30;Prüfungstermin;0101.01.179;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW1412;Prozesssimulation und Materialmodellierung von Composites;7/25/2016;8:00;9:30;5620.01.101;7:30;8:00;Aufbau u. Vorbereitung;5620.01.101;8:00;9:30;Prüfungstermin;5620.01.101;9:30;10:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PH9024;Experimentalphysik für MW;7/25/2016;16:00;17:30;5510.EG.001;15:30;16:00;Aufbau u. Vorbereitung;5510.EG.001;16:00;17:30;Prüfungstermin;5510.EG.001;17:30;18:00;Nachbereitung;5508.01.801;15:30;16:00;Aufbau u. Vorbereitung;5508.01.801;16:00;17:30;Prüfungstermin;5508.01.801;17:30;18:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW1990;Grundlagen der Luftfahrttechnik;7/25/2016;8:00;9:30;5508.01.801;7:30;8:00;Aufbau u. Vorbereitung;5508.01.801;8:00;9:30;Prüfungstermin;5508.01.801;9:30;10:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG800006;Gesundheitspsychologie;7/25/2016;10:30;12:30;2940.EG.001M;10:00;10:30;Aufbau u. Vorbereitung;2940.EG.001M;10:30;12:30;Prüfungstermin;2940.EG.001M;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG110320;Erlebnispädagogik;7/25/2016;13:30;15:30;2940.EG.001M;13:00;13:30;Aufbau u. Vorbereitung;2940.EG.001M;13:30;15:30;Prüfungstermin;2940.EG.001M;15:30;16:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PH0004;Experimentalphysik 4;7/25/2016;8:00;9:30;5510.02.001;7:30;8:00;Aufbau u. Vorbereitung;5510.02.001;8:00;9:30;Prüfungstermin;5510.02.001;9:30;10:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG850002;Leistungsphysiolgische Diagnostik;7/25/2016;16:00;18:00;2941.EG.022L;15:30;16:00;Aufbau u. Vorbereitung;2941.EG.022L;16:00;18:00;Prüfungstermin;2941.EG.022L;18:00;18:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG160036;Gesundheitsverhalten und Prävention;7/25/2016;11:00;12:30;0101.01.189;10:30;11:00;Aufbau u. Vorbereitung;0101.01.189;11:00;12:30;Prüfungstermin;0101.01.189;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW0034;Entwicklungsmanagement;7/25/2016;11:00;12:30;5620.01.101;10:30;11:00;Aufbau u. Vorbereitung;5620.01.101;11:00;12:30;Prüfungstermin;5620.01.101;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ5280;Chemisch-Technische-Analyse 2;7/25/2016;11:00;12:30;4214.EG.010;10:30;11:00;Aufbau u. Vorbereitung;4214.EG.010;11:00;12:30;Prüfungstermin;4214.EG.010;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI3194;Analoge Elektronik;7/25/2016;13:30;15:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW2197;Basics of Dependable Systems;7/25/2016;16:00;17:30;5504.01.450;15:30;16:00;Aufbau u. Vorbereitung;5504.01.450;16:00;17:30;Prüfungstermin;5504.01.450;17:30;18:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH0575;Allgemeine und Anorganische Chemie;7/25/2016;10:30;12:30;5620.01.102;10:00;10:30;Aufbau u. Vorbereitung;5620.01.102;10:30;12:30;Prüfungstermin;5620.01.102;12:30;13:00;Nachbereitung;5510.02.001;10:00;10:30;Aufbau u. Vorbereitung;5510.02.001;10:30;12:30;Prüfungstermin;5510.02.001;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH0112;Mathematische Methoden der Chemie II;7/25/2016;10:30;12:30;5510.EG.001;10:00;10:30;Aufbau u. Vorbereitung;5510.EG.001;10:30;12:30;Prüfungstermin;5510.EG.001;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH0664;Molekülstruktur und Spektroskopie;7/25/2016;13:30;15:00;5510.02.001;13:00;13:30;Aufbau u. Vorbereitung;5510.02.001;13:30;15:00;Prüfungstermin;5510.02.001;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA9412;Analysis 2;7/25/2016;13:30;15:00;0502.01.200;13:00;13:30;Aufbau u. Vorbereitung;0502.01.200;13:30;15:00;Prüfungstermin;0502.01.200;15:00;15:30;Nachbereitung;0509.EG.980;13:00;13:30;Aufbau u. Vorbereitung;0509.EG.980;13:30;15:00;Prüfungstermin;0509.EG.980;15:00;15:30;Nachbereitung;0101.01.190;13:00;13:30;Aufbau u. Vorbereitung;0101.01.190;13:30;15:00;Prüfungstermin;0101.01.190;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
